protocol,ip,port,country,country_code,city,anonymity,ssl,uptime_percent,asn,isp,latency_ms,last_checked
http,219.148.171.178,9445,China,CN,Hechi,transparent,true,86.38,AS4134,Chinanet,2789.39,1790360345.361317
http,36.155.23.163,10808,China,CN,Nanjing,elite,true,93.43,AS56046,China Mobile Communications Corporation,837.15,1790360344.0898573
http,122.246.3.12,17981,China,CN,Ningbo,elite,true,98.25,AS136188,China Telecom,6877.09,1790360341.8249419
http,116.196.150.180,17981,China,CN,Hangzhou,elite,true,93.31,AS131516,JHWA,1345.31,1790360333.7893643
http,122.246.4.30,17981,China,CN,Ningbo,elite,true,99.69,AS136188,China Telecom,1188.95,1790360321.2348025
http,119.188.131.55,17981,China,CN,Jinan,elite,true,89.38,AS4837,CNC Group CHINA169 Shandong Province Network,847.17,1790360318.9925072
http,61.158.175.38,9002,China,CN,Zhengzhou,elite,false,98.3,AS4837,CNC Group CHINA169 Henan Province Network,905.86,1790360309.5755808
http,36.137.204.11,8002,China,CN,Guangzhou,elite,true,87.17,AS9808,China Mobile Communications Corporation,4062.71,1790360309.037561
http,112.65.132.181,3128,China,CN,Shanghai,transparent,false,13.21,AS17621,China Unicom CHINA169 Shanghai Province Network,10392.12,1790360308.4072626
http,121.29.195.232,7890,China,CN,Shijiazhuang,elite,false,40.75,AS4837,CNC Group CHINA169 Hebei Province Network,2027.64,1790360301.849514
http,153.0.171.163,8085,China,CN,Haikou,elite,false,98.34,AS4837,China Unicom Hainan Province Network,2305.12,1790360299.7841928
http,122.246.112.107,7890,China,CN,Ningbo,elite,true,96.73,AS4134,Chinanet,2196.86,1790360299.7104075
http,113.249.103.136,18255,China,CN,Chongqing,elite,true,64.69,AS134420,Chongqing Telecom,13532.18,1790360299.062131
http,223.85.21.195,8080,China,CN,Jinrongjie,elite,false,86.96,AS139080,China Mobile communications corporation,6600.09,1790360297.210912
http,119.123.247.159,9000,China,CN,Shenzhen,transparent,false,18.43,AS4134,Chinanet,6846.18,1790360285.3723524
http,120.232.115.57,17981,China,CN,Guangzhou,elite,true,99.79,AS9808,China Mobile communications corporation,5820.7,1790360283.7140925
http,58.220.83.56,18080,China,CN,Nanjing,transparent,false,26.37,AS137697,"CHINATELECOM JiangSu YangZhou IDC networkdescr: YangZhou, Jiangsu Province, P.",5477.59,1790360217.1437771
http,218.93.176.70,2088,China,CN,Nanjing,elite,false,25.46,AS4134,Chinanet,3283.67,1790360201.2048476
