protocol,ip,port,country,country_code,city,anonymity,ssl,uptime_percent,asn,isp,latency_ms,last_checked
http,212.80.205.51,3128,Israel,IL,Tel Aviv,transparent,false,67.71,AS44709,O.M.C. COMPUTERS & COMMUNICATIONS LTD,8675.84,1786128184.4179726
