protocol,ip,port,country,country_code,city,anonymity,ssl,uptime_percent,asn,isp,latency_ms,last_checked
socks4,31.170.17.141,4153,Latvia,LV,Sātiņi,elite,true,3.76,AS42099,DNET ITRisinajumi Ltd.,3180.57,1780037383.877389
socks4,169.40.6.114,1080,Latvia,LV,Riga,elite,true,53.93,AS42532,SIA VEESP,145.89,1780037405.1875045
