protocol,ip,port,country,country_code,city,anonymity,ssl,uptime_percent,asn,isp,latency_ms,last_checked
socks4,197.232.23.40,5678,Kenya,KE,Nairobi,elite,true,46.39,AS36866,Jamii Telecommunications Limited,1902.6,1786407244.9256046
